"RelativePath","ArtifactClass","SourcePath","DestinationPath","SizeBytes","SourceSHA256","PackageSHA256","HashPreserved","PackagingStatus","PackagedAt"
"architecture-ecosystem-framework\multi-system-interoperability-governance\INTEROPERABILITY_STATUS_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-ecosystem-framework\multi-system-interoperability-governance\INTEROPERABILITY_STATUS_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-ecosystem-framework\multi-system-interoperability-governance\INTEROPERABILITY_STATUS_RECORD.md","803","17CEFB8DBCD9542AEB1BD917F452F3E61E23BEC7DD8BEC05D27C47A2C2B9EE2D","17CEFB8DBCD9542AEB1BD917F452F3E61E23BEC7DD8BEC05D27C47A2C2B9EE2D","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.3742057-05:00"
"architecture-ecosystem-framework\multi-system-interoperability-governance\MULTI_SYSTEM_INTEROPERABILITY_GOVERNANCE.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-ecosystem-framework\multi-system-interoperability-governance\MULTI_SYSTEM_INTEROPERABILITY_GOVERNANCE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-ecosystem-framework\multi-system-interoperability-governance\MULTI_SYSTEM_INTEROPERABILITY_GOVERNANCE.md","1256","0633A8AB035FFE9AF05CBDCADE0E1B159AAD99C0A62FDA640ACD16844A027C6C","0633A8AB035FFE9AF05CBDCADE0E1B159AAD99C0A62FDA640ACD16844A027C6C","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.3803549-05:00"
"architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_MODEL.md","1121","5794C2CE89298830AE88F85F09CE5879F186FAD0CFB83AF096E8E1B09B02BDC6","5794C2CE89298830AE88F85F09CE5879F186FAD0CFB83AF096E8E1B09B02BDC6","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.3863542-05:00"
"architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_PRESERVATION.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_PRESERVATION.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_PRESERVATION.md","1398","C50F20A986BC90AD49857DF712AFFD2D8C43809206D35C8D3D140B5983BB57A7","C50F20A986BC90AD49857DF712AFFD2D8C43809206D35C8D3D140B5983BB57A7","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.3933545-05:00"
"architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_STATUS_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_STATUS_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-continuity-preservation\EMBODIMENT_CONTINUITY_STATUS_RECORD.md","841","97410CBFBD1D73FB230B2FD5D27F9C9625C54E11335CD4CD833BD702D7877610","97410CBFBD1D73FB230B2FD5D27F9C9625C54E11335CD4CD833BD702D7877610","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4003551-05:00"
"architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_CONTROL_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_CONTROL_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_CONTROL_MODEL.md","1093","8D6250222B217839FDF40BFB9E2D48EF762B3DE1784538FD1836EE9D8C318902","8D6250222B217839FDF40BFB9E2D48EF762B3DE1784538FD1836EE9D8C318902","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4053562-05:00"
"architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_GOVERNANCE_STATUS_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_GOVERNANCE_STATUS_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_GOVERNANCE_STATUS_RECORD.md","858","86D5C45AFCC9AE8D8B1986C34772185EF0F106BF8E0CCFBBBFB9F7D371D8315B","86D5C45AFCC9AE8D8B1986C34772185EF0F106BF8E0CCFBBBFB9F7D371D8315B","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4148988-05:00"
"architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_GOVERNANCE_SYSTEM.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_GOVERNANCE_SYSTEM.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-governance-system\EMBODIMENT_GOVERNANCE_SYSTEM.md","1344","2AD038EC1DB8697218AD84017D2F2A2B69C425CC0D9A3FB2DD260F2DE192E1E3","2AD038EC1DB8697218AD84017D2F2A2B69C425CC0D9A3FB2DD260F2DE192E1E3","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4217469-05:00"
"architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_MODEL.md","1184","71EB4328C7091BD68320A5381B0DC1B80D2AC516F0A37A5D5CEA3F958D5C7298","71EB4328C7091BD68320A5381B0DC1B80D2AC516F0A37A5D5CEA3F958D5C7298","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4277272-05:00"
"architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_STATE_MODELING.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_STATE_MODELING.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_STATE_MODELING.md","1252","4E365277703AD2D3878FEDB290E9FD2A0A418C40CCB60E9CDB9E0EA10B409938","4E365277703AD2D3878FEDB290E9FD2A0A418C40CCB60E9CDB9E0EA10B409938","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4337282-05:00"
"architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_STATUS_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_STATUS_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\embodiment-state-modeling\EMBODIMENT_STATUS_RECORD.md","805","B2A4C60093F5EA80A0FDA1C8591711D0BF67AECB0D16DBF40978C346B37A565A","B2A4C60093F5EA80A0FDA1C8591711D0BF67AECB0D16DBF40978C346B37A565A","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4372344-05:00"
"architecture-embodiment-framework\final-consolidation\ARCHITECTURE_EMBODIMENT_COMPLETION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\final-consolidation\ARCHITECTURE_EMBODIMENT_COMPLETION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\final-consolidation\ARCHITECTURE_EMBODIMENT_COMPLETION_RECORD.md","1136","8ABBACC457ECDFD54E985FE0CD36B3292E84A7EBE4120669B6490BB158ABCB40","8ABBACC457ECDFD54E985FE0CD36B3292E84A7EBE4120669B6490BB158ABCB40","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4460642-05:00"
"architecture-embodiment-framework\final-consolidation\ARCHITECTURE_EMBODIMENT_VALIDATION_REPORT.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\final-consolidation\ARCHITECTURE_EMBODIMENT_VALIDATION_REPORT.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\final-consolidation\ARCHITECTURE_EMBODIMENT_VALIDATION_REPORT.md","1047","5C0817E4B2AD92B0299D0C2D702E9A68DD632AD309DB9BE5391D4920EDB9573B","5C0817E4B2AD92B0299D0C2D702E9A68DD632AD309DB9BE5391D4920EDB9573B","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4555421-05:00"
"architecture-embodiment-framework\final-consolidation\MORNING_STAR_GLOBAL_EMBODIMENT_REFERENCE_STATE.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\final-consolidation\MORNING_STAR_GLOBAL_EMBODIMENT_REFERENCE_STATE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\final-consolidation\MORNING_STAR_GLOBAL_EMBODIMENT_REFERENCE_STATE.md","1409","E01E78993CD66BBD2F0C81FF95C7585FADF50EE3F81574DABB2D6F85FF867206","E01E78993CD66BBD2F0C81FF95C7585FADF50EE3F81574DABB2D6F85FF867206","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4618189-05:00"
"architecture-embodiment-framework\operational-presence-coordination\OPERATIONAL_PRESENCE_COORDINATION.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\operational-presence-coordination\OPERATIONAL_PRESENCE_COORDINATION.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\operational-presence-coordination\OPERATIONAL_PRESENCE_COORDINATION.md","1288","F402F67D732F5574C1693AC4975565DDA28B974B8A23B6A64028926C7659B5EB","F402F67D732F5574C1693AC4975565DDA28B974B8A23B6A64028926C7659B5EB","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4678182-05:00"
"architecture-embodiment-framework\operational-presence-coordination\PRESENCE_COORDINATION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\operational-presence-coordination\PRESENCE_COORDINATION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\operational-presence-coordination\PRESENCE_COORDINATION_MODEL.md","1134","2CFD87C12B305ED8242F8162A4C74E80503E2DDF4A72491CF051E2D2B4904123","2CFD87C12B305ED8242F8162A4C74E80503E2DDF4A72491CF051E2D2B4904123","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4738188-05:00"
"architecture-embodiment-framework\operational-presence-coordination\PRESENCE_STATUS_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-embodiment-framework\operational-presence-coordination\PRESENCE_STATUS_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-embodiment-framework\operational-presence-coordination\PRESENCE_STATUS_RECORD.md","794","D666B0FC2E8B5EC73F7AFBF29FF53209672E43BF0F1F813B38B43C1D706446B8","D666B0FC2E8B5EC73F7AFBF29FF53209672E43BF0F1F813B38B43C1D706446B8","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4799371-05:00"
"architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_INTEGRATION_MAPPING.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_INTEGRATION_MAPPING.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_INTEGRATION_MAPPING.md","2332","25C8AF24CFFEBA9C5792135CAB1EBCA4A6902E777A9E7F33D68EDB334957B550","25C8AF24CFFEBA9C5792135CAB1EBCA4A6902E777A9E7F33D68EDB334957B550","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4869368-05:00"
"architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\EVOLUTIONARY_INTELLIGENCE_INTEGRATION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\EVOLUTIONARY_INTELLIGENCE_INTEGRATION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\EVOLUTIONARY_INTELLIGENCE_INTEGRATION_RECORD.md","1050","6EED3882109FD6DCF064C68A86B7F2F0B7A0687990CD4C58758CAC7749F56716","6EED3882109FD6DCF064C68A86B7F2F0B7A0687990CD4C58758CAC7749F56716","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4939465-05:00"
"architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\EVOLUTIONARY_INTELLIGENCE_INTEGRATION_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\EVOLUTIONARY_INTELLIGENCE_INTEGRATION_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\architecture-evolutionary-intelligence-integration-mapping\EVOLUTIONARY_INTELLIGENCE_INTEGRATION_STATE_REGISTER.md","1082","F207E0CB641523990AE5BC55E700EF918F0B1137DF06A5D397BA2F22D50253EB","F207E0CB641523990AE5BC55E700EF918F0B1137DF06A5D397BA2F22D50253EB","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.4939465-05:00"
"architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\CONTINUUM_EVOLUTION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\CONTINUUM_EVOLUTION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\CONTINUUM_EVOLUTION_RECORD.md","1035","CEBEC4FB610820C39E431B94C3D72B752B7426B9B69888DD3E110FC27645A38E","CEBEC4FB610820C39E431B94C3D72B752B7426B9B69888DD3E110FC27645A38E","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5077066-05:00"
"architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\CONTINUUM_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\CONTINUUM_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\CONTINUUM_STATE_REGISTER.md","1090","AF6B854C5C6C42B8DA4498206AA7DA2E028A9A565427F7B638C23C3AB9AAC0CE","AF6B854C5C6C42B8DA4498206AA7DA2E028A9A565427F7B638C23C3AB9AAC0CE","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5147048-05:00"
"architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\EVOLUTIONARY_ARCHITECTURE_CONTINUUM.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\EVOLUTIONARY_ARCHITECTURE_CONTINUUM.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\evolutionary-architecture-continuum\EVOLUTIONARY_ARCHITECTURE_CONTINUUM.md","2378","1B1D9175415401E64095DCA90AD658DF00ED2AF023EBF6B4D7C3E90BEDE3C3A0","1B1D9175415401E64095DCA90AD658DF00ED2AF023EBF6B4D7C3E90BEDE3C3A0","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5208297-05:00"
"architecture-evolutionary-intelligence-framework\final-consolidation\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_COMPLETION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\final-consolidation\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_COMPLETION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\final-consolidation\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_COMPLETION_RECORD.md","1348","35A9DC9B8AC6F32CE2363A6BADB992F42F3E1283BC5904B5697368B8A32AC8F6","35A9DC9B8AC6F32CE2363A6BADB992F42F3E1283BC5904B5697368B8A32AC8F6","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5298309-05:00"
"architecture-evolutionary-intelligence-framework\final-consolidation\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_VALIDATION_REPORT.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\final-consolidation\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_VALIDATION_REPORT.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\final-consolidation\ARCHITECTURE_EVOLUTIONARY_INTELLIGENCE_VALIDATION_REPORT.md","1032","416E40C6A6FB8E1EF38BDEFA39EB2477380BAFA0671FA3705CEA5FF011C1A9F6","416E40C6A6FB8E1EF38BDEFA39EB2477380BAFA0671FA3705CEA5FF011C1A9F6","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5346425-05:00"
"architecture-evolutionary-intelligence-framework\final-consolidation\COMPLETE_EVOLUTIONARY_INTELLIGENCE_STATE.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\final-consolidation\COMPLETE_EVOLUTIONARY_INTELLIGENCE_STATE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\final-consolidation\COMPLETE_EVOLUTIONARY_INTELLIGENCE_STATE.md","1712","3E16A5D3DE198EC3ED864EAE1001ACBCB8D5A24BB12BFCC042199EA5AF59D2A9","3E16A5D3DE198EC3ED864EAE1001ACBCB8D5A24BB12BFCC042199EA5AF59D2A9","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5346425-05:00"
"architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\EVOLUTIONARY_INTELLIGENCE_GOVERNANCE_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\EVOLUTIONARY_INTELLIGENCE_GOVERNANCE_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\EVOLUTIONARY_INTELLIGENCE_GOVERNANCE_RECORD.md","1036","F6A5395AE72EA20C118ECED1217935FCFE8C0C5A643E38E0816FE0C7EF380DA7","F6A5395AE72EA20C118ECED1217935FCFE8C0C5A643E38E0816FE0C7EF380DA7","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5486670-05:00"
"architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\EVOLUTIONARY_INTELLIGENCE_GOVERNANCE_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\EVOLUTIONARY_INTELLIGENCE_GOVERNANCE_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\EVOLUTIONARY_INTELLIGENCE_GOVERNANCE_STATE_REGISTER.md","1069","96A9C8BC40D7C6E4CF4C90E820A6FDC833BAAF47CE8E9A0AB44BEDF7BE0DABAE","96A9C8BC40D7C6E4CF4C90E820A6FDC833BAAF47CE8E9A0AB44BEDF7BE0DABAE","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5606023-05:00"
"architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\RECURSIVE_EVOLUTIONARY_INTELLIGENCE_GOVERNANCE.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\RECURSIVE_EVOLUTIONARY_INTELLIGENCE_GOVERNANCE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\recursive-evolutionary-intelligence-governance\RECURSIVE_EVOLUTIONARY_INTELLIGENCE_GOVERNANCE.md","1915","E53834328228C185A797F01C9C708742573AC5BF698252C296F16A4EB94F2F9D","E53834328228C185A797F01C9C708742573AC5BF698252C296F16A4EB94F2F9D","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5690432-05:00"
"architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\EVOLUTIONARY_INTELLIGENCE_EVOLUTION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\EVOLUTIONARY_INTELLIGENCE_EVOLUTION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\EVOLUTIONARY_INTELLIGENCE_EVOLUTION_RECORD.md","1023","6810A256B1095B1F296620807DDC11DAF1695170CA44697A201A2ADAE377BA68","6810A256B1095B1F296620807DDC11DAF1695170CA44697A201A2ADAE377BA68","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5760430-05:00"
"architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\EVOLUTIONARY_INTELLIGENCE_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\EVOLUTIONARY_INTELLIGENCE_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\EVOLUTIONARY_INTELLIGENCE_STATE_REGISTER.md","1035","0922AA0F6E02FB5F1844C6219DBEDF98CD1A027E6B035AD54694C460A9C2A492","0922AA0F6E02FB5F1844C6219DBEDF98CD1A027E6B035AD54694C460A9C2A492","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5831662-05:00"
"architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\UNIFIED_EVOLUTIONARY_INTELLIGENCE_MODELING.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\UNIFIED_EVOLUTIONARY_INTELLIGENCE_MODELING.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolutionary-intelligence-framework\unified-evolutionary-intelligence-modeling\UNIFIED_EVOLUTIONARY_INTELLIGENCE_MODELING.md","2285","7AB6584495AD52BC2A39A133DD3D74097772B2063A2EF7E1D3051495A5B6F043","7AB6584495AD52BC2A39A133DD3D74097772B2063A2EF7E1D3051495A5B6F043","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5911648-05:00"
"architecture-evolution-framework\adaptive-transformation-coordination\ADAPTIVE_TRANSFORMATION_COORDINATION.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolution-framework\adaptive-transformation-coordination\ADAPTIVE_TRANSFORMATION_COORDINATION.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolution-framework\adaptive-transformation-coordination\ADAPTIVE_TRANSFORMATION_COORDINATION.md","1344","E825AF5819CF7E45336396AC7010224C558A856EAA3E998B81AAAE63492A23AD","E825AF5819CF7E45336396AC7010224C558A856EAA3E998B81AAAE63492A23AD","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.5983388-05:00"
"architecture-evolution-framework\adaptive-transformation-coordination\TRANSFORMATION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolution-framework\adaptive-transformation-coordination\TRANSFORMATION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolution-framework\adaptive-transformation-coordination\TRANSFORMATION_MODEL.md","1121","C5389BD9C352DC8BBFFD3D43105C53768722F309F5524364D6808BEE0EDEEE76","C5389BD9C352DC8BBFFD3D43105C53768722F309F5524364D6808BEE0EDEEE76","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.6033372-05:00"
"architecture-evolution-framework\adaptive-transformation-coordination\TRANSFORMATION_STATUS_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolution-framework\adaptive-transformation-coordination\TRANSFORMATION_STATUS_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolution-framework\adaptive-transformation-coordination\TRANSFORMATION_STATUS_RECORD.md","879","6783E5D9C989913012A710B307BCE06F3C64AEF23C402AC3F911C7543CA3113A","6783E5D9C989913012A710B307BCE06F3C64AEF23C402AC3F911C7543CA3113A","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.6083361-05:00"
"architecture-evolution-framework\advanced-framework-integration\ADVANCED_FRAMEWORK_INTEGRATION.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolution-framework\advanced-framework-integration\ADVANCED_FRAMEWORK_INTEGRATION.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolution-framework\advanced-framework-integration\ADVANCED_FRAMEWORK_INTEGRATION.md","1171","7B5E4B786C23FED3B761122F6DA9AFB488421B357A7AF9DDB9A78FA11AF4F3E6","7B5E4B786C23FED3B761122F6DA9AFB488421B357A7AF9DDB9A78FA11AF4F3E6","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.6144788-05:00"
"architecture-evolution-framework\advanced-framework-integration\INTEGRATION_STATUS_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolution-framework\advanced-framework-integration\INTEGRATION_STATUS_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolution-framework\advanced-framework-integration\INTEGRATION_STATUS_RECORD.md","815","0429CD484DAEB8A0A1FA0F0386C090DAF7EEE4A461034847E03D308D5BF4E2F0","0429CD484DAEB8A0A1FA0F0386C090DAF7EEE4A461034847E03D308D5BF4E2F0","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.6204653-05:00"
"architecture-evolution-framework\advanced-framework-integration\INTEGRATION_STRATEGY_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\architecture-evolution-framework\advanced-framework-integration\INTEGRATION_STRATEGY_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\architecture-evolution-framework\advanced-framework-integration\INTEGRATION_STRATEGY_MODEL.md","1100","362503CEB0C54D14001534B72DAE5B8D9061127A515ABD7BD71BA413A4C62484","362503CEB0C54D14001534B72DAE5B8D9061127A515ABD7BD71BA413A4C62484","True","COPIED_AND_VERIFIED","2026-07-25T04:10:08.6275743-05:00"
